 1.114 0.000
 1.081 0.000
 1.075 0.000
 1.064 0.000
 1.065 0.000
 1.062 0.000
 1.051 0.000
 1.032 0.000
 1.079 0.000
 1.106 0.000
 1.155 0.000
 1.112 0.000
 1.158 0.000
 1.174 0.000
 1.203 0.000
 1.234 0.000
 1.269 0.000
 1.314 0.000
 1.353 0.000
 1.383 0.000
 1.425 0.000
 1.511 0.000
 1.634 0.000
 1.752 0.000
 1.855 0.000
 2.000 0.000
 1.877 0.000
 1.756 0.000
 1.507 0.000
 1.251 0.000
 1.109 0.000
 1.082 0.000
 1.063 0.000
 1.046 0.000
 1.032 0.000
 1.021 0.000
 1.014 0.000
 1.000 0.000
 1.031 0.000
 1.088 0.000
 1.094 0.000
 1.097 0.000
 1.064 0.000
 1.067 0.000
 1.064 0.000
