 1.237 0.000
 1.171 0.000
 1.158 0.000
 1.135 0.000
 1.134 0.000
 1.119 0.000
 1.069 0.000
 1.116 0.000
 1.158 0.000
 1.215 0.000
 1.281 0.000
 1.342 0.000
 1.439 0.000
 1.498 0.000
 1.531 0.000
 1.593 0.000
 1.664 0.000
 1.988 0.000
 2.000 0.000
 1.976 0.000
 1.865 0.000
 1.786 0.000
 1.795 0.000
 1.784 0.000
 1.749 0.000
 1.534 0.000
 1.442 0.000
 1.325 0.000
 1.088 0.000
 1.031 0.000
 1.000 0.000
 1.040 0.000
 1.087 0.000
 1.095 0.000
 1.135 0.000
 1.139 0.000
 1.155 0.000
 1.164 0.000
 1.193 0.000
 1.388 0.000
 1.266 0.000
 1.203 0.000
 1.146 0.000
 1.139 0.000
 1.124 0.000
